id,date,week,home,away,homePts,awayPts,homeWinProb
1,"Sep 4, 2003",1,was,nyj,16,13,0.5071133785325671
2,"Sep 7, 2003",1,kan,sdg,27,14,0.8636005943450027
3,"Sep 7, 2003",1,car,jax,24,23,0.7380931085919075
4,"Sep 7, 2003",1,buf,nwe,31,0,0.3375930047347871
5,"Sep 7, 2003",1,pit,rav,34,15,0.46152698699620726
6,"Sep 7, 2003",1,gnb,min,25,30,0.6656587824428426
7,"Sep 7, 2003",1,nyg,ram,23,13,0.35016905424680367
8,"Sep 7, 2003",1,mia,htx,20,21,0.7559083513981308
9,"Sep 7, 2003",1,det,crd,42,24,0.6645762189291106
10,"Sep 7, 2003",1,cle,clt,6,9,0.25757124743617205
11,"Sep 7, 2003",1,cin,den,10,30,0.45003862325098243
12,"Sep 7, 2003",1,sea,nor,27,10,0.6159890828297718
13,"Sep 7, 2003",1,sfo,chi,49,7,0.6718565815887922
14,"Sep 7, 2003",1,dal,atl,13,27,0.7246173273496519
15,"Sep 7, 2003",1,oti,rai,25,20,0.8874901413507464
16,"Sep 8, 2003",1,phi,tam,0,17,0.7031425012456801
17,"Sep 14, 2003",2,clt,oti,33,7,0.6065910519240318
18,"Sep 14, 2003",2,kan,pit,41,20,0.7897030553902398
19,"Sep 14, 2003",2,rav,cle,33,13,0.7490982417393806
20,"Sep 14, 2003",2,ram,sfo,27,24,0.681462677459283
21,"Sep 14, 2003",2,nyj,mia,10,21,0.47334328365813494
22,"Sep 14, 2003",2,nor,htx,31,10,0.6827874512705925
23,"Sep 14, 2003",2,gnb,det,31,6,0.8037717755949984
24,"Sep 14, 2003",2,atl,was,31,33,0.5751338959885537
25,"Sep 14, 2003",2,jax,buf,17,38,0.5505494797788093
26,"Sep 14, 2003",2,tam,car,9,12,0.5029640375216733
27,"Sep 14, 2003",2,crd,sea,0,38,0.3227921450017767
28,"Sep 14, 2003",2,sdg,den,13,37,0.33137128623279777
29,"Sep 14, 2003",2,rai,cin,23,20,0.4837021796191193
30,"Sep 14, 2003",2,phi,nwe,10,31,0.4848868862266311
31,"Sep 14, 2003",2,min,chi,24,13,0.6938218850063547
32,"Sep 15, 2003",2,nyg,dal,32,35,0.40430804037053775
33,"Sep 21, 2003",3,clt,jax,23,13,0.8229061900498931
34,"Sep 21, 2003",3,cin,pit,10,17,0.5988550128495369
35,"Sep 21, 2003",3,nwe,nyj,23,16,0.8118921043510959
36,"Sep 21, 2003",3,htx,kan,14,42,0.3693413080843254
37,"Sep 21, 2003",3,atl,tam,10,31,0.45769348288501543
38,"Sep 21, 2003",3,oti,nor,27,12,0.7600846403402521
39,"Sep 21, 2003",3,det,min,13,23,0.4222475751060585
40,"Sep 21, 2003",3,was,nyg,21,24,0.6481780471494965
41,"Sep 21, 2003",3,sea,ram,24,23,0.5484906418586492
42,"Sep 21, 2003",3,crd,gnb,20,13,0.27861699409074553
43,"Sep 21, 2003",3,sfo,cle,12,13,0.7021133109552763
44,"Sep 21, 2003",3,sdg,rav,10,24,0.34906869423488407
45,"Sep 21, 2003",3,mia,buf,17,7,0.7003083244561208
46,"Sep 22, 2003",3,den,rai,31,10,0.805003196466034
47,"Sep 28, 2003",4,pit,oti,13,30,0.3090516789365786
48,"Sep 28, 2003",4,buf,phi,13,23,0.4403499074421343
49,"Sep 28, 2003",4,ram,crd,37,13,0.848789984510637
50,"Sep 28, 2003",4,cle,cin,14,21,0.5393579982750218
51,"Sep 28, 2003",4,was,nwe,20,17,0.26239092948349774
52,"Sep 28, 2003",4,min,sfo,35,7,0.6151374373852054
53,"Sep 28, 2003",4,htx,jax,24,20,0.5663821288737036
54,"Sep 28, 2003",4,rav,kan,10,17,0.49377571647897034
55,"Sep 28, 2003",4,rai,sdg,34,31,0.6063052606006142
56,"Sep 28, 2003",4,car,atl,23,3,0.7858248155813544
57,"Sep 28, 2003",4,nyj,dal,6,17,0.5479021603338342
58,"Sep 28, 2003",4,den,det,20,16,0.7840878821596674
59,"Sep 28, 2003",4,nor,clt,21,55,0.38827466430776664
60,"Sep 29, 2003",4,chi,gnb,23,38,0.40459590444363935
61,"Oct 5, 2003",5,kan,den,24,23,0.6661995486922148
62,"Oct 5, 2003",5,car,nor,19,13,0.6761404861924141
63,"Oct 5, 2003",5,buf,cin,22,16,0.6514810109504183
64,"Oct 5, 2003",5,nwe,oti,38,30,0.6289752635707547
65,"Oct 5, 2003",5,gnb,sea,35,13,0.639872039914
66,"Oct 5, 2003",5,dal,crd,24,7,0.8128923582191361
67,"Oct 5, 2003",5,chi,rai,24,21,0.6758734170684053
68,"Oct 5, 2003",5,nyg,mia,10,23,0.3338004513077851
69,"Oct 5, 2003",5,atl,min,26,39,0.46093697537462847
70,"Oct 5, 2003",5,jax,sdg,27,21,0.7243691907146312
71,"Oct 5, 2003",5,sfo,det,24,17,0.7246173273496519
72,"Oct 5, 2003",5,phi,was,27,25,0.7964949665206564
73,"Oct 5, 2003",5,pit,cle,13,33,0.6345769116131407
74,"Oct 6, 2003",5,tam,clt,35,38,0.3891290502808277
75,"Oct 12, 2003",6,clt,car,20,23,0.6984984000976023
76,"Oct 12, 2003",6,jax,mia,10,24,0.4336178711262963
77,"Oct 12, 2003",6,nwe,nyg,17,6,0.8938865091949965
78,"Oct 12, 2003",6,gnb,kan,34,40,0.5405376747038733
79,"Oct 12, 2003",6,cle,rai,13,7,0.6445871804970178
80,"Oct 12, 2003",6,was,tam,13,35,0.4742305826927849
81,"Oct 12, 2003",6,oti,htx,38,17,0.829201781667998
82,"Oct 12, 2003",6,nor,chi,20,13,0.6959042988140614
83,"Oct 12, 2003",6,dal,phi,23,21,0.4828137435050982
84,"Oct 12, 2003",6,nyj,buf,30,3,0.5899250358521743
85,"Oct 12, 2003",6,den,pit,17,14,0.7280796537572698
86,"Oct 12, 2003",6,crd,rav,18,26,0.31933330321867726
87,"Oct 12, 2003",6,sea,sfo,20,19,0.6415386818140651
88,"Oct 13, 2003",6,ram,atl,36,0,0.7701272611721153
89,"Oct 19, 2003",7,min,den,28,20,0.5411273797602902
90,"Oct 19, 2003",7,car,oti,17,37,0.49259026409814327
91,"Oct 19, 2003",7,ram,gnb,34,24,0.5844283634536545
92,"Oct 19, 2003",7,cle,sdg,20,26,0.6588704972786673
93,"Oct 19, 2003",7,cin,rav,34,26,0.4692043741867904
94,"Oct 19, 2003",7,atl,nor,17,45,0.45857780156478645
95,"Oct 19, 2003",7,nyg,phi,10,14,0.30279740649935133
96,"Oct 19, 2003",7,mia,nwe,13,19,0.4503327159983148
97,"Oct 19, 2003",7,det,dal,7,38,0.40805425909517984
98,"Oct 19, 2003",7,htx,nyj,14,19,0.5266567163418651
99,"Oct 19, 2003",7,buf,was,24,7,0.6729297071117305
100,"Oct 19, 2003",7,sfo,tam,24,7,0.5640426318063716
101,"Oct 19, 2003",7,sea,chi,24,17,0.7178793320301565
102,"Oct 20, 2003",7,rai,kan,10,17,0.2756308092853688
103,"Oct 26, 2003",8,min,nyg,17,29,0.7479140030929334
104,"Oct 26, 2003",8,tam,dal,16,0,0.5803675216018999
105,"Oct 26, 2003",8,jax,oti,17,30,0.3354237810708896
106,"Oct 26, 2003",8,cin,sea,27,24,0.4730475464827659
107,"Oct 26, 2003",8,rav,den,26,6,0.5725120476156622
108,"Oct 26, 2003",8,pit,ram,21,33,0.42224757510605837
109,"Oct 26, 2003",8,nwe,cle,9,3,0.8793374379837922
110,"Oct 26, 2003",8,chi,det,24,16,0.6490048488785131
111,"Oct 26, 2003",8,nor,car,20,23,0.502074836000579
112,"Oct 26, 2003",8,crd,sfo,16,13,0.37130554894532963
113,"Oct 26, 2003",8,phi,nyj,24,17,0.7310300262736047
114,"Oct 26, 2003",8,clt,htx,30,21,0.8390091243143726
115,"Oct 26, 2003",8,kan,buf,38,5,0.7349386975915342
116,"Oct 27, 2003",8,sdg,mia,10,26,0.29737189050768353
117,"Nov 2, 2003",9,rav,jax,24,17,0.6862208857459234
118,"Nov 2, 2003",9,htx,car,14,10,0.40545980596000236
119,"Nov 2, 2003",9,nyj,nyg,28,31,0.7236241218870434
120,"Nov 2, 2003",9,det,rai,23,13,0.6196730289037411
121,"Nov 2, 2003",9,mia,clt,17,23,0.4736390355266245
122,"Nov 2, 2003",9,chi,sdg,20,7,0.6896382685721744
123,"Nov 2, 2003",9,tam,nor,14,17,0.5922342148715134
124,"Nov 2, 2003",9,crd,cin,17,14,0.4359573681936284
125,"Nov 2, 2003",9,sea,pit,23,16,0.7085188519121839
126,"Nov 2, 2003",9,atl,phi,16,23,0.34140212488608557
127,"Nov 2, 2003",9,dal,was,21,14,0.7105549716832525
128,"Nov 2, 2003",9,sfo,ram,30,10,0.4961467756828158
129,"Nov 2, 2003",9,min,gnb,27,30,0.5136320441171809
130,"Nov 3, 2003",9,den,nwe,26,30,0.412676519164622
131,"Nov 9, 2003",10,kan,cle,41,20,0.8207754894700853
132,"Nov 9, 2003",10,car,tam,27,24,0.6753390073297062
133,"Nov 9, 2003",10,was,sea,27,20,0.44974455793868934
134,"Nov 9, 2003",10,pit,crd,28,15,0.7270926309901341
135,"Nov 9, 2003",10,oti,mia,31,7,0.6875371766836096
136,"Nov 9, 2003",10,jax,clt,28,23,0.32119382764263016
137,"Nov 9, 2003",10,cin,htx,34,27,0.5951161798339376
138,"Nov 9, 2003",10,det,chi,12,10,0.5316821175242095
139,"Nov 9, 2003",10,nyg,atl,7,27,0.5490790168411505
140,"Nov 9, 2003",10,sdg,min,42,28,0.3789129336714675
141,"Nov 9, 2003",10,dal,buf,10,6,0.632339618628219
142,"Nov 9, 2003",10,rai,nyj,24,27,0.4225383553289276
143,"Nov 9, 2003",10,ram,rav,33,22,0.6295366824761727
144,"Nov 10, 2003",10,gnb,phi,14,17,0.5467248827793803
145,"Nov 16, 2003",11,buf,htx,10,12,0.6550462994502616
146,"Nov 16, 2003",11,phi,nyg,28,10,0.8360879234715355
147,"Nov 16, 2003",11,oti,jax,10,3,0.8124926520856037
148,"Nov 16, 2003",11,chi,ram,21,23,0.41151979164655034
149,"Nov 16, 2003",11,car,was,20,17,0.7734963169822779
150,"Nov 16, 2003",11,mia,rav,9,6,0.6462461217490391
151,"Nov 16, 2003",11,cle,crd,44,6,0.6883258056951029
152,"Nov 16, 2003",11,cin,kan,24,19,0.3729918582119065
153,"Nov 16, 2003",11,nor,atl,23,20,0.7143545831623619
154,"Nov 16, 2003",11,den,sdg,37,8,0.8154775837144266
155,"Nov 16, 2003",11,clt,nyj,38,31,0.795653203440881
156,"Nov 16, 2003",11,tam,gnb,13,20,0.5168901203872754
157,"Nov 16, 2003",11,rai,min,28,18,0.3936947393993859
158,"Nov 16, 2003",11,sea,det,35,14,0.7667303336718351
159,"Nov 16, 2003",11,nwe,dal,12,0,0.7805896358479619
160,"Nov 17, 2003",11,sfo,pit,30,14,0.6618638416213414
161,"Nov 23, 2003",12,min,det,24,14,0.7448212362186937
162,"Nov 23, 2003",12,cle,pit,6,13,0.547019241080742
163,"Nov 23, 2003",12,buf,clt,14,17,0.35929430447892424
164,"Nov 23, 2003",12,rav,sea,44,41,0.5951161798339376
165,"Nov 23, 2003",12,phi,nor,33,20,0.7039133243774964
166,"Nov 23, 2003",12,htx,nwe,20,23,0.27861699409074564
167,"Nov 23, 2003",12,gnb,sfo,20,10,0.6878001487044211
168,"Nov 23, 2003",12,dal,car,24,20,0.5142244956895781
169,"Nov 23, 2003",12,nyj,jax,13,10,0.6298172885893176
170,"Nov 23, 2003",12,den,chi,10,19,0.7371245747806404
171,"Nov 23, 2003",12,crd,ram,27,30,0.28463621008753
172,"Nov 23, 2003",12,atl,oti,31,38,0.2811174566994892
173,"Nov 23, 2003",12,sdg,cin,27,34,0.46831788247579054
174,"Nov 23, 2003",12,kan,rai,27,24,0.8549734038206548
175,"Nov 23, 2003",12,mia,was,24,23,0.7710284091299948
176,"Nov 24, 2003",12,tam,nyg,19,13,0.7505154318190966
177,"Nov 27, 2003",13,det,gnb,22,14,0.347146119243508
178,"Nov 27, 2003",13,dal,mia,21,40,0.5174823831212426
179,"Nov 30, 2003",13,clt,nwe,34,38,0.5684272855976343
180,"Nov 30, 2003",13,pit,cin,20,24,0.5838487842496729
181,"Nov 30, 2003",13,car,phi,16,25,0.5605292057325293
182,"Nov 30, 2003",13,rav,sfo,44,6,0.6451404672162993
183,"Nov 30, 2003",13,ram,min,48,17,0.6591430365344388
184,"Nov 30, 2003",13,nyg,buf,7,24,0.44621797222917636
185,"Nov 30, 2003",13,htx,atl,17,13,0.6261640714296012
186,"Nov 30, 2003",13,chi,crd,28,3,0.7178793320301566
187,"Nov 30, 2003",13,was,nor,20,24,0.4751180095761778
188,"Nov 30, 2003",13,sea,cle,34,7,0.746013105409256
189,"Nov 30, 2003",13,sdg,kan,24,28,0.26287542521935964
190,"Nov 30, 2003",13,rai,den,8,22,0.34550132091251473
191,"Nov 30, 2003",13,jax,tam,17,10,0.5192589346365211
192,"Dec 1, 2003",13,nyj,oti,24,17,0.37271063662587606
193,"Dec 7, 2003",14,min,sea,34,7,0.5640426318063715
194,"Dec 7, 2003",14,pit,rai,27,7,0.6856937037184433
195,"Dec 7, 2003",14,rav,cin,31,13,0.7051959841892996
196,"Dec 7, 2003",14,nyg,was,7,20,0.5325684521642504
197,"Dec 7, 2003",14,jax,htx,27,0,0.6159890828297718
198,"Dec 7, 2003",14,gnb,chi,34,21,0.7591599573250113
199,"Dec 7, 2003",14,phi,dal,36,10,0.6933002979614
200,"Dec 7, 2003",14,oti,clt,27,29,0.5760071133628412
201,"Dec 7, 2003",14,nor,tam,7,14,0.5905026263738742
202,"Dec 7, 2003",14,det,sdg,7,14,0.6342974984766017
203,"Dec 7, 2003",14,sfo,crd,50,14,0.7853913461076826
204,"Dec 7, 2003",14,den,kan,45,27,0.5130395624558728
205,"Dec 7, 2003",14,buf,nyj,17,6,0.5928110126600883
206,"Dec 7, 2003",14,nwe,mia,12,0,0.7213830059092543
207,"Dec 7, 2003",14,atl,car,20,14,0.370743992576028
208,"Dec 8, 2003",14,cle,ram,20,26,0.3786303198740276
209,"Dec 14, 2003",15,clt,atl,38,7,0.8601597511774155
210,"Dec 14, 2003",15,kan,det,45,17,0.8375527971584944
211,"Dec 14, 2003",15,tam,htx,16,3,0.6835811941745135
212,"Dec 14, 2003",15,ram,sea,27,22,0.6331791346051177
213,"Dec 14, 2003",15,nwe,jax,27,13,0.8377353054736661
214,"Dec 14, 2003",15,cin,sfo,41,38,0.5254736223346943
215,"Dec 14, 2003",15,chi,min,13,10,0.4822214998968612
216,"Dec 14, 2003",15,oti,buf,28,26,0.7832163635605517
217,"Dec 14, 2003",15,nyj,pit,6,0,0.6572335250460514
218,"Dec 14, 2003",15,rai,rav,20,12,0.3634692033676409
219,"Dec 14, 2003",15,den,cle,23,20,0.7642216519682689
220,"Dec 14, 2003",15,sdg,gnb,21,38,0.30669970203859986
221,"Dec 14, 2003",15,crd,car,17,20,0.26701202615029335
222,"Dec 14, 2003",15,was,dal,0,27,0.4630023837341841
223,"Dec 14, 2003",15,nor,nyg,45,7,0.7498073689504257
224,"Dec 15, 2003",15,mia,phi,27,34,0.5573043643771576
225,"Dec 20, 2003",16,tam,atl,28,30,0.7151116478819384
226,"Dec 20, 2003",16,min,kan,45,20,0.4621170833053893
227,"Dec 20, 2003",16,nyj,nwe,16,21,0.33623660199310934
228,"Dec 21, 2003",16,ram,cin,27,10,0.7385766883713829
229,"Dec 21, 2003",16,jax,nor,20,19,0.5201470691846214
230,"Dec 21, 2003",16,dal,nyg,19,3,0.7593913097008215
231,"Dec 21, 2003",16,buf,mia,3,20,0.47482218668064785
232,"Dec 21, 2003",16,htx,oti,24,27,0.31246282331639047
233,"Dec 21, 2003",16,cle,rav,0,35,0.4170209261630156
234,"Dec 21, 2003",16,chi,was,27,24,0.5959797719036295
235,"Dec 21, 2003",16,car,det,20,14,0.8132915369160614
236,"Dec 21, 2003",16,pit,sdg,40,24,0.6992746843275022
237,"Dec 21, 2003",16,sea,crd,28,10,0.8217459809248628
238,"Dec 21, 2003",16,phi,sfo,28,31,0.7268455979781319
239,"Dec 21, 2003",16,clt,den,17,31,0.7337203440669271
240,"Dec 22, 2003",16,rai,gnb,7,41,0.3203959068626545
241,"Dec 27, 2003",17,nwe,buf,31,0,0.8108885569609688
242,"Dec 27, 2003",17,sfo,sea,17,24,0.5396529502688969
243,"Dec 27, 2003",17,was,phi,7,31,0.3567973679235154
244,"Dec 28, 2003",17,kan,chi,31,3,0.7975442567254944
245,"Dec 28, 2003",17,cin,cle,14,22,0.6418161945531603
246,"Dec 28, 2003",17,oti,tam,33,13,0.7593913097008215
247,"Dec 28, 2003",17,nor,dal,13,7,0.5794962109946106
248,"Dec 28, 2003",17,mia,nyj,23,21,0.7015981064504873
249,"Dec 28, 2003",17,htx,clt,17,20,0.2986596477841691
250,"Dec 28, 2003",17,det,ram,30,20,0.35375387825096105
251,"Dec 28, 2003",17,atl,jax,21,14,0.5305000944280363
252,"Dec 28, 2003",17,nyg,car,24,37,0.33083242933175533
253,"Dec 28, 2003",17,crd,min,18,17,0.3482442556132737
254,"Dec 28, 2003",17,sdg,rai,21,14,0.5762981031352181
255,"Dec 28, 2003",17,gnb,den,31,3,0.6179740721198643
256,"Dec 28, 2003",17,rav,pit,13,10,0.711824144392815
